reviewer_name,rating,date,review_text,wisata,visit_time
Anna Marliana,5,1 tahun lalu,Datang ke BNS hari senin. Tiket per orang 100rb (karena tiket terusan). Wahananya banyak banget. Tadinya cuma mau liat² tapi ternyata malah keasikan main. Cuma sayangnya untuk anak dibawah 5 tahun banyak wahana yg ga bisa dimasuki. Next time kesini lagi kalo bocah sudah agak gedean biar bisa main sepuasnya. Ga akan nyesel datang kesini.,Batu Night Spectacular,Hari biasa
Zakia zzz,4,2 tahun lalu,"Tempat bermain anak, dewasa juga, untuk jalur yg memakai kursi rodanya ada (tapi tidak tau berfungsi atau tidak) Tempatnya ramai, banyak wahana sekitar 20an atau mungkin lebih, tiket masuk 35 rb untuk free 3 wahana (ada ketentuan wahana apa2 aja), 110 rb gratis untuk seluruh wahana. Lokasinya di depan jatim park 1, 3 kiloan dari alun-alun kota batu. Parkir bayar 5 rb🥲 Bolehlah untuk sesekali",Batu Night Spectacular,Hari biasa
Yudha Adhitya,5,1 tahun lalu,"Taman rekreasi di Batu yang wajib dikunjungi. Jam operasional nya sore sampai malam hari. Bisa bermain sambil menikmati lampu2. Terdapat banyak wahana, mulai dari yg family friendly sampai yg memacu adrenalin. Area kuliner nya juga menyajikan berbagai macam jenis makanan. Bisa menikmati makan sambil melihat pemandangan.",Batu Night Spectacular,Hari libur nasional
Muhamad Lutfi,5,1 tahun lalu,"Tempat yang bagus untuk rekreasi bersama keluarga, banyak wahana yang belum kita explore satu persatu...recommended banget buat wisata keluarga",Batu Night Spectacular,Hari biasa
hsw21,5,4 bulan lalu,"Tempat yang wajib didatangin kalau ke kota batu, wahana banyak dan seru, beli tiket 150rb di weekend udh bisa nikmatin hampir semua wahana, beberapa wahana seperti gokart harus nambah bayar ya. Tapi overall worth it, didalam juga ada yang jual makanan dan minuman Kalau datang baiknya jam 6 sore biar bisa nikmati semua wahana Tutup jam 11 malam ygy",Batu Night Spectacular,Akhir pekan
Diki Kurniawan,5,3 bulan lalu,"Tempat wisata malam hari yang benar benar spectacular, banyak juga pilihan wahananya yang harus di coba ketika berkunjung kesini",Batu Night Spectacular,Hari biasa
Isha An,5,11 bulan lalu,"Lumayan rekomen buat jalan2 dikala liburan, serunya, asiknya dapet.. cuman kemarin memang agak salah faham sama pembelian tiket.. selain itu, overall okee",Batu Night Spectacular,Hari libur nasional
Rizkaa,4,9 bulan lalu,"Pasar malam yg dipatenkan, htm 65k dapat 4 wahana gratis (tapi B aja), sisanya bayar. + Terdapat tempat makan yg cukup besar, cocok untuk acara kebersamaan tim kantor - Pintu keluarnya sangat jauh - Lebih selektif & hati2 jika mau beli oleh2 yg dekat parkiran mobil, apa yg ditawarin & ditester tidak sesuai dg yg dijual ke customer",Batu Night Spectacular,Akhir pekan
Nawangsih Jayantri,4,3 bulan lalu,Wahananya lumayan sic banyak,Batu Night Spectacular,Hari libur nasional
Nurma Orfa Dewi,5,1 tahun lalu,"Wahananya cukup banyak sih cumaaa kebanyakan tuh wahana yang muter2 gitu loh jadi nyoba 2 wahana aja udah cukup bikin pusing. Aku ke sini hari Minggu, beli tiket 36 ribu (reguler), masuk jam 9an. Ya untungnya sih beli yang reguler karena beli terusan pun kayanya bakal percuma soalnya cuma nyobain ga sampe 10 wahana 😅 Oh iya tulisannya sih emang tutup jam 11 ya, tapi kemarin jam setengah 11 mau naik wahana sepeda udara atau apa lah itu pokoknya yang naik sepeda di rel atas udah tutup huhu sedih",Batu Night Spectacular,Akhir pekan
Akung Riyadji,4,1 bulan lalu,"Sekarang sdh berubah parkir luas,dulu parkiran di jln raya",Batu Night Spectacular,Hari biasa
Anam Choii,5,11 bulan lalu,Kesini pas Sunset dan bagus baget dari ketinggian HTM 2 orang + 1 motor 30rb,Batu Night Spectacular,Hari biasa
moonlight96,5,3 bulan lalu,"Tempat wisata malam hari yang menyenangkan karena pemandangannya bagus dengan lampu yang warna-warni. Banyak wahana yang bisa dicoba, ada pusat souvenir. Kalau kesini wajib pakai jaket jika tidak tahan dengan cuaca malam yang dingin",Batu Night Spectacular,Akhir pekan
Agmie Oneratrie,5,1 tahun lalu,"Dateng kesini hari senin, beli tiket ots nggk bgtu antri panjang cz datengnya stlh maghrib semakin malem makin rame n mayoritas anak sekolah (mgkn rombongan bus) tiket terusan 110rb klo regular 40rb, yg bawa lansia n bocil TK mnding beli regular aja cz wahananya kebanyakan buat orang dewasa, tapi ada kidz zone n bbrp wahana yg ramah bocil jg gk sempet masuk ke lampion garden cz gerimis n bocil capek mnta balik btw pintu keluar nya jauuuhhh bngt, lumayan gempor jln dari ujung ke ujung wkwkwk nglewatin gerai baju n mainan yg bikin bocil mnta ini itu 😅",Batu Night Spectacular,Hari biasa
tiwi cungkring,5,1 tahun lalu,"Untuk poto kurang pas karena lebih banyak lampu penerangan sehingga kurang maksimal, kmrn banyakin video lebih bagus. . Banyak jajanan disetiap spot dan ada refleksi bagi yg kecapekan. .",Batu Night Spectacular,Akhir pekan
Hiroshi Zaenal,5,1 tahun lalu,"Sayangnya sempat hujan deras di malam kunjungan ke BNS, jadi bagian-bagian tertentu tidak dapat dilalui karena genangan air. Tiket reguler hanya dapat menikmati 3 wahana saja. Untuk dapat menikmati banyak wahana sebaiknya ambil tiket yg all in.",Batu Night Spectacular,Hari libur nasional
Mellenia Rizky A,5,1 tahun lalu,"Tempat wisata malam yang bisa diakses dengan mudah dari kota Malang. Banyak wahana yang dapat dicoba untuk menantang adrenalin. Harga tiket masuk 40rb dan 120 untuk tiket terusan. Di dalam ada penjual camilan, makanan, resto, dan cafe. Untuk beberapa wahana, antri panjang dan memakan waktu lama untuk antriannya seperti pada sepeda udara.",Batu Night Spectacular,Akhir pekan
Gideon,5,1 tahun lalu,"Masuk 35 rb dapet free tiga wahana (lantern, ruang cermin, dan ruang hantu kurang lebih 1.5jam an. Oke juga buat hiburan lokal 😬",Batu Night Spectacular,Hari biasa
cindy satriyo,5,2 tahun lalu,"Kebetulan ke sini saat weekend, rame banget, untuk pembelian tiket tidak antri, ada 2 paket yg ditawarkan paket 40 K per orang (3 wahana gratis-lampion garden, rumah kaca,trick art gallery) dan paket terusan 120K. Wahana yang paling rame sepeda udara harga 15K antrinyaa luar biasaa panjang.. Masuk ke cinema 4D harga 15K, lumayan bagus. Tergolong tempat wisata yang murah di Batu dibandingkan dengan yang lain.",Batu Night Spectacular,Akhir pekan
Vee Ven,4,1 tahun lalu,"Tempat luas, bagus, banyak wahana.. Tersedia tiket terusan Di setiap jam setengah sembilan malam ada pertunjukan air mancur di area foodcourt. Untuk menu makanan pun beragam, banyak pilihan",Batu Night Spectacular,Akhir pekan
philogonius panca,5,1 tahun lalu,Ada berbagai macam lampion warna warni yang indah waktu malam hari. Banyak wahana permainan yang menantang dan seru,Batu Night Spectacular,Hari biasa
aura ratu Absen 7,5,7 bulan lalu,Seruuu kalau kalian punya waktu luang kalian terusan yg semua free kalau punya waktu dikit yg biasa aja Yg mobil GK serem tapi bikin muntah #forreal,Batu Night Spectacular,Hari biasa
Frendy Maz,5,3 bulan lalu,salam Frendy dari surabaya😅,Batu Night Spectacular,Hari biasa
Riri,4,1 tahun lalu,"kemaren dtg hari Jumat kena harga weekend 40rb yg tiket reguler. tempat nya bersih, permainan nya banyak. banyak juga yg jual souvenir tapi terlihat sepii. wisata yg cocok untuk anak anak dan keluarga",Batu Night Spectacular,Hari biasa
Tanz,5,1 tahun lalu,"Salah satu tempat permainan anak"" maupun orang dewasa di Batu. Banyak wahana yang bagus untuk uji adrenalin",Batu Night Spectacular,Hari libur nasional
Galuh Arditta,5,1 tahun lalu,"banyak wahana yang menyenangkan. Suasanya adem karna di Batu, banyak jajanan juga di dalam jadi ngga perlu bingung kalau mau cemal-cemil. Satuuuu lg, banyak permainan kayak dipasar malem ticketnya murah bgt dan sekali beli bisa buat bbrp permainan. Worth it banget buat yang ngajak anak anak liburan!",Batu Night Spectacular,Akhir pekan
Firsta Padmasari Harumanti,5,1 bulan lalu,Pengalaman menyenangkan mengunjungi tempat ini buat berlibur sejenak dari padatnya kegiatan sekolah. Semoga segera kembali ke sini lagi bersama keluarga. C'est si bon! 🥰,Batu Night Spectacular,Hari biasa
Fathimah Almunawar,5,1 tahun lalu,"Sebenernya oke banget BNS. Pengalaman cukup menyenangkan, awalnya kecewa soalnya Bawa Anak tinggi 105cm Ga bisa Naik ini itu...cuma Naik kereta mini Sama sepeda layang, tapi setelah explore Ada sinema 4d, rumah hantu, witch castle, maze of horror, Matterhorn, playground Jadi mayanlah Ga rugi rugi amat. Seriously rumah hantu Sama witch castle Bagus Loh niat bikinnya hantunya Mayan serem. Rides thrillnya juga oke, buat yang anak muda happy sih banyak wahana yang seru. Rame tapi antrian cepet jalannya, yang biasa ke dufan mah santai ini. Kalau Mau untung dikit pake shopback & beli online",Batu Night Spectacular,Hari libur nasional
felix agytama,5,11 bulan lalu,"Tempat wisata malam hari yang menyediakan berbagai wahana yang asyik. Cocok untuk destinasi wisata grup besar, khususnya anak sekolah. Setiap wahananya masih beroperasi dengan baik. Ada beberapa kios kaos yang menjual dengan harga yang normal, serta resto yang cukup luas di bagian dalam. Jam tutup lumayan malam.",Batu Night Spectacular,Hari biasa
Deni Saputro,4,1 tahun lalu,Tempa piknik dan bermain di Batu dekat Jatim Park 2 yang cocok untuk keluarga. Wahanaya lumayan banyak untuk anak-anak. Tutup nya juga malam sekitar jam 10 malam.,Batu Night Spectacular,Akhir pekan
Cyndi,3,1 tahun lalu,"Kl bawa anak cukup beli tiket yang 35 rebu aja. Kmr beli yang 110 bs main semua wahana cukup rugi krn min 120cm semua, ada beberapa permainan yg mau dimainin seperti vr, 4d, tembak2an harus nunggu min 4orang, sedangkan kita hanya ber3, kondisi sepi, jadi ga bisa main. Ada 1 permainan rodeo, wktu mau main mas nya istirahat, balik lg ngantri 2orang, kita jalan2 dulu, pas balik lagi , istriahat lg donkk mas nya. Sangat menyesal sih kesini krn tidak worth it",Batu Night Spectacular,Akhir pekan
Bagus AP,4,2 tahun lalu,"Sesuai rencana jadwal kesini Jum’at, 19 Mei 2023 Jam Ba’da Magrib. Wisata hiburan malam kota Batu, Malang Jawa Timur.🥳 Kalo saya bilang ini dufan versi mini dan berada di kota Batu Malang. Untuk tiket Masuk Reguler Rp 45.000 dengan free 3 wahana (Lampion Garden, Maze of Horror dan Trick Art Gallery) apabila mau lanjut wahana lain bayar Rata2 Rp 15.000/Wahana, kalo mau banyak wahana yg dinaikin sm keluarga mending pilih Tiket Terusan Rp 130.000 kecuali wahana Gokart bayar lagi. Disini terdapat banyak pilihan wahana berharga terjangkau. Bisa pilih yg santai atau yg ekstrim sesuai selera dan level ketahanan mual. See you next again Batu Night Spectacular (BNS) Malang Jawa Timur 🥰",Batu Night Spectacular,Hari biasa
saya suka bakso,4,1 tahun lalu,buka sampai malam buat yg terbatas datang harinya bisa kesni .. hrg terjangkau. pesen aja tiket masuknya. wahanabs dibeli lgsg .. hrg dr 10 rb-15 rb rata2,Batu Night Spectacular,Akhir pekan
Rendra Wahyudhi,5,2 tahun lalu,"Kesini lagi setelah 12 tahun, banyak perubahan dan semakin ramai. Banyak permainan yang memacu adrenalin dan bikin pusing. Lampion garden wajib dikunjungi. Seru banget. Masya Allah, Alhamdulillah",Batu Night Spectacular,Akhir pekan
Alvin Setiawan,5,1 tahun lalu,Kesini sebelum lebaran urus sistem di JATIM Park.. aman selalu sistemnya👍👍👍 Tempat bagus buat nyari hiburan malam.. ini namanya pasar malem versi premium.. kalo di kampung saya versi lite😬,Batu Night Spectacular,Hari biasa
Doni Kurniawan,5,1 tahun lalu,"Setelah sekian lama, ahirnya bisa kesini lagi. Datang pas high season tiket masuk 65.000 Gak ambil yang terusan karena anak-anak belum berani naik yang agak extrem,, Untuk wahana di dalam rata-rata 15.000 per orang per wahana. Klo kesini siapkan fisik untuk jalan ya, karena setelah selesai main di wahana area keluar nya ternyata lumayan muter sekarang,, dan untuk yang bawa anak-anak di area pintu keluar nya banyak yang jualan mainan,, Jadi mesti siap buat beli mainan juga 😁 Overall Puas sih main kesini.",Batu Night Spectacular,Hari libur nasional
Satyara Hayu,5,1 tahun lalu,"Tempat Bagus. Seru. Banyak permainan untuk anak2 sampai untuk orang dewasa, hanya buka sore sampai malam hari, jam 16.00 sudah panjang antrian, toilet bersih nyaman",Batu Night Spectacular,Akhir pekan
Rema Khrismawati,5,11 bulan lalu,pengalaman yang seru buat mengisi ahir pekan bersama keluarga hehe. untuj harga tiket terusan 125 per orang ✨ wahananya free kecuali go kart . tapi klau gamau beli yg 125 ada tiket reguler seharga 40ribu dengan 2x gratis wahana .,Batu Night Spectacular,Akhir pekan
Nabil Zidane,5,1 tahun lalu,"Wajib dikunjungi kalo malam hari, overall 8.5/10 karena ada beberapa wahana yang berbayar didalam meskipun sudah memiliki tiket",Batu Night Spectacular,Akhir pekan
Hasanuddin Djamil,4,1 tahun lalu,"Bagus sih tempatnya, cuman nyesel aja beli tiket terusan, wahananya nggak terlalu seru menurut saya. Ke sini di hari minggu malam, nggak terlalu ramai, which is good.",Batu Night Spectacular,Akhir pekan
Ay Karina,2,3 bulan lalu,Tiket masuk overpriced Masuk saja 75K . Tiket masuk mbok ya di murahkan. Terutama lansia yang jelas jelas ga main wahana. Tiket terusan 135 k Bingung mau ngapain smua wahana jelas antri. Wahananya gitu gitu doank,Batu Night Spectacular,Hari libur nasional
astri ardan,4,2 tahun lalu,"Tiket masuk 40 rb tiket terusan 120 rb cukup rame, banyak pilihan mainan, hanya keluarnya pintu exit jauhhhh",Batu Night Spectacular,Hari biasa
Supriyanto Pakde Supri,5,1 tahun lalu,Wisata yang bagus sampai malam banyak wahana bermain. Kalau kesini baiknya jangan weekend supaya gak penuh antrian wahana,Batu Night Spectacular,Hari libur nasional
astulina tandra,5,1 tahun lalu,"wahana2nya smakin asyekkkk yg penting tetap bersih, rekomendasi merayakan tahun baru dsini",Batu Night Spectacular,Hari libur nasional
Natasya AsyaSilvy,5,6 bulan lalu,"Kesini pas malam tahun baru rame bgt wahananya lumayan antri dari biasanya kesini uda 2x yg pertama sama rombongan sekolah, makanannya enak bgt. Tempatnya bersih semua si makin bagus menurutku tempat parkir luas bgt jadi jgn takut gakebagian dan mungkin yg paling gaenak pas hujan haha harus ngiyup kalo rame ya gabisa ngiyup wkwk tapi kalo gahujan bgs banget aslikk Tetep pertahankan kebersihannya yup!! ❤❤",Batu Night Spectacular,Hari libur nasional
Muhammad Rahmi,3,11 bulan lalu,"Wahana bermainnya kurang oke, tidak seperti yang di medsos. Banyak yang kurang terawat dan ada beberapa yang maintance tidak bisa digunakan. Perlu diperbaiki beberapa wahananya, bahkan diganti. Untuk petugas wahananya kurang cekatan kepada pengunjung. Untuk kebersihan oke lah, terutama food gardennya oke buat nongkrong. Harga""nya jg masih standar untuk tempat wisata.",Batu Night Spectacular,Hari biasa
Rhistiyan Hayati,3,1 tahun lalu,Kurang seru tempatnya kurang besar... wahana terlalu berdempetan... yg bagus malah tempat pujaseranya ada live musik dan tempat duduk yg banyak,Batu Night Spectacular,Akhir pekan
Liong Yenni,5,1 tahun lalu,Tempatnya seru banget dan indah di malam hari karena lampu2nya sangat keren. Pasar malam versi modern dan cocoknya untuk remaja dan dewasa muda. Jika keluarga dan bawa anak kecil (usia paud) mungkin hanya bisa beberapa permainan saja jadi mending beli tiket reguler. Kalau tinggi udah diatas 120cm bisa menikmati semua wahana (cocok beli tiket terusan) Gokartnya termurah di 90rb tidak termasuk di tiket reg maupun terusan(2 putaran) moga2 kedepan bisa dipermurah 😄🙏,Batu Night Spectacular,Hari libur nasional
Arizaa,4,2 tahun lalu,"tempatnya bagus, wahananya banyak seru"" tp sayang cuma bisa nyoba sekali aja trs ditandai gelangnya. dateng pas weekday cukup ramai",Batu Night Spectacular,Hari biasa
Males Kerja,5,1 tahun lalu,"Kesini krn gabut dipenginepan 😂 liat2 aja, wahananya sedikit. Aku cm naik komedi putar aja, ada taman lampionnya tp ga sempet masuk krn keburu ujan.",Batu Night Spectacular,Hari biasa
Aisyah Ridho,5,2 tahun lalu,"Serruuuuu banget, kalo kesini pastiin sama temen yg se frekuensi, atau pasangan, tapi ini juga bisa buat family time sih, kalo buat anak kecil mending beli tiket yg reguler, soal nya lebih main ke playground nya, tapi kalo yg dewasa mending beli tiket yg terusan, jadi lebih puas, gk usah bayar2 lagi, recomended banget sih kata aku.",Batu Night Spectacular,Hari biasa
Muhammad Khusnuddin,5,1 minggu lalu,"Harganya lumayan namun sebenarnya lebih bagus jatim park1,2,3 biarpun satu managemen. Tapi tidak apa untuk alternatif wisata malam hari.",Batu Night Spectacular,Akhir pekan
Mesa Putri,5,10 bulan lalu,(+) Makanannya affordable!,Batu Night Spectacular,Akhir pekan
POPPY R,5,1 tahun lalu,"Pasar malem versi upgrade. Beberapa wahana dan diorama tampak tidak terawat. Seru juga kalo bingung mau ngapain lagi di Batu. HTM murah cuma 40rb an, tapi beberapa wahana harus beli tiket terusan lagi.",Batu Night Spectacular,Akhir pekan
Samaraa.,4,1 tahun lalu,"keren tempatnya, permainan berburu hantunya juga lumayan. untuk fasilitas juga oke, tapi karena weekend dan akhir tahun jadi wahana nya antri cukup panjang.",Batu Night Spectacular,Akhir pekan
Syaiful Kahfi,5,1 tahun lalu,"Wahanya bnayak, tapi kebanyakan untuk orang dewasa, saya ngajak anak malah ada beberapa wahana yang tidak bisa di naiami anak-qnak atua boleh asal di dampingi Seru sih kesini, anak saya seneng..ada trampolin, rumah hantu, bombom car versi anak maupun untuk orang dewasa, dan banyak juga wahana yang memacu adrenalin..seru deh..makin malam makin rame",Batu Night Spectacular,Hari biasa
Yatsrib Semme,5,2 tahun lalu,Salah satu wahana untuk berlibur. Wahananya cukup banyak dan menantang. Harga tiket murah. Suasana lumayan ramai lawan hari weekdays. Tempatnya sejuk karena area dataran tinggi. Favorit saya wahana Go cart,Batu Night Spectacular,Hari biasa
Doni Kartiko,1,1 tahun lalu,"Jam 16.00 masih banyak yg belum buka, petugas tidak ramah, mulai pembelian tiket jutek, sampe di dalam petugas sibuk ngerumpi, sebagian malah sembunyi harus dicari dulu petugasnya, klo gak niat buka lebih baik tutup saja",Batu Night Spectacular,Akhir pekan
